S.No,Category,Context,English,Tamil,Source,File Location
364,"Survey 2 - personal-care-product-trial-feedback","Question 3 - Option","3-5 times","3-5 முறை",Backend,"src/scripts/survey-data-complete.json"
365,"Survey 2 - personal-care-product-trial-feedback","Question 3 - Option","6-10 times","6-10 முறை",Backend,"src/scripts/survey-data-complete.json"
366,"Survey 2 - personal-care-product-trial-feedback","Question 3 - Option","More than 10 times","10 முறைக்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
367,"Survey 2 - personal-care-product-trial-feedback","Question 4","What is your monthly spend on personal care products? (in INR)","தனிப்பட்ட பராமரிப்பு தயாரிப்புகளுக்கு உங்கள் மாதாந்திர செலவு என்ன (ரூபாயில்)?",Backend,"src/scripts/survey-data-complete.json"
368,"Survey 2 - personal-care-product-trial-feedback","Question 4 - Option","Under 500","500க்கும் குறைவாக",Backend,"src/scripts/survey-data-complete.json"
369,"Survey 2 - personal-care-product-trial-feedback","Question 4 - Option","500-1000","500-1000",Backend,"src/scripts/survey-data-complete.json"
370,"Survey 2 - personal-care-product-trial-feedback","Question 4 - Option","1000-2000","1000-2000",Backend,"src/scripts/survey-data-complete.json"
371,"Survey 2 - personal-care-product-trial-feedback","Question 4 - Option","2000-5000","2000-5000",Backend,"src/scripts/survey-data-complete.json"
372,"Survey 2 - personal-care-product-trial-feedback","Question 4 - Option","Above 5000","5000க்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
373,"Survey 2 - personal-care-product-trial-feedback","Question 5","Are you open to trying new skincare or personal care brands?","புதிய தோல் பராமரிப்பு அல்லது தனிப்பட்ட பராமரிப்பு பிராண்டுகளை முயற்சிக்க நீங்கள் தயாரா?",Backend,"src/scripts/survey-data-complete.json"
374,"Survey 2 - personal-care-product-trial-feedback","Question 5 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
375,"Survey 2 - personal-care-product-trial-feedback","Question 5 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
376,"Survey 2 - personal-care-product-trial-feedback","Question 6","Have you used any skincare product in the last 30 days?","கடைசி 30 நாட்களில் ஏதேனும் தோல் பராமரிப்பு தயாரிப்பு பயன்படுத்தினீர்களா?",Backend,"src/scripts/survey-data-complete.json"
377,"Survey 2 - personal-care-product-trial-feedback","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
378,"Survey 2 - personal-care-product-trial-feedback","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
379,"Survey 3 - online-banking-experience-benchmark","Question 1","Do you actively use online or mobile banking?","நீங்கள் ஆன்லைன் அல்லது மொபைல் வங்கியை தீவிரமாக பயன்படுத்துகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
380,"Survey 3 - online-banking-experience-benchmark","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
381,"Survey 3 - online-banking-experience-benchmark","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
382,"Survey 3 - online-banking-experience-benchmark","Question 2","How many banking apps do you use regularly?","நீங்கள் எத்தனை வங்கி பயன்பாடுகளை தவறாமல் பயன்படுத்துகிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
383,"Survey 3 - online-banking-experience-benchmark","Question 2 - Option","1","1",Backend,"src/scripts/survey-data-complete.json"
384,"Survey 3 - online-banking-experience-benchmark","Question 2 - Option","2","2",Backend,"src/scripts/survey-data-complete.json"
385,"Survey 3 - online-banking-experience-benchmark","Question 2 - Option","3-4","3-4",Backend,"src/scripts/survey-data-complete.json"
386,"Survey 3 - online-banking-experience-benchmark","Question 2 - Option","5 or more","5 அல்லது அதற்கு மேல்",Backend,"src/scripts/survey-data-complete.json"
387,"Survey 3 - online-banking-experience-benchmark","Question 3","Have you made an online transaction in the last 30 days?","கடைசி 30 நாட்களில் ஆன்லைன் பரிவர்த்தனை செய்துள்ளீர்களா?",Backend,"src/scripts/survey-data-complete.json"
388,"Survey 3 - online-banking-experience-benchmark","Question 3 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
389,"Survey 3 - online-banking-experience-benchmark","Question 3 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
390,"Survey 3 - online-banking-experience-benchmark","Question 4","Which bank is your primary provider?","எந்த வங்கி உங்கள் முதன்மை வழங்குநர்?",Backend,"src/scripts/survey-data-complete.json"
391,"Survey 3 - online-banking-experience-benchmark","Question 4 - Option","HDFC","எச்டிஎஃப்சி",Backend,"src/scripts/survey-data-complete.json"
392,"Survey 3 - online-banking-experience-benchmark","Question 4 - Option","ICICI","ஐசிஐசிஐ",Backend,"src/scripts/survey-data-complete.json"
393,"Survey 3 - online-banking-experience-benchmark","Question 4 - Option","SBI","எஸ்பிஐ",Backend,"src/scripts/survey-data-complete.json"
394,"Survey 3 - online-banking-experience-benchmark","Question 4 - Option","Axis","ஆக்சிஸ்",Backend,"src/scripts/survey-data-complete.json"
395,"Survey 3 - online-banking-experience-benchmark","Question 4 - Option","Kotak","கோடக்",Backend,"src/scripts/survey-data-complete.json"
396,"Survey 3 - online-banking-experience-benchmark","Question 4 - Option","Other","மற்றவை",Backend,"src/scripts/survey-data-complete.json"
397,"Survey 3 - online-banking-experience-benchmark","Question 5","How many digital transactions do you perform weekly?","வாரந்தோறும் எத்தனை டிஜிட்டல் பரிவர்த்தனைகள் செய்கிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
398,"Survey 3 - online-banking-experience-benchmark","Question 5 - Option","1-5","1-5",Backend,"src/scripts/survey-data-complete.json"
399,"Survey 3 - online-banking-experience-benchmark","Question 5 - Option","6-10","6-10",Backend,"src/scripts/survey-data-complete.json"
400,"Survey 3 - online-banking-experience-benchmark","Question 5 - Option","11-20","11-20",Backend,"src/scripts/survey-data-complete.json"
401,"Survey 3 - online-banking-experience-benchmark","Question 5 - Option","More than 20","More than 20",Backend,"src/scripts/survey-data-complete.json"
402,"Survey 3 - online-banking-experience-benchmark","Question 6","Have you faced an online banking issue in the last 3 months?","கடந்த 3 மாதங்களில் ஆன்லைன் வங்கி பிரச்சனையை எதிர்கொண்டீர்களா?",Backend,"src/scripts/survey-data-complete.json"
403,"Survey 3 - online-banking-experience-benchmark","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
404,"Survey 3 - online-banking-experience-benchmark","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
405,"Survey 4 - streaming-habits-gen-z","Question 1","What is your age?","உங்கள் வயது என்ன?",Backend,"src/scripts/survey-data-complete.json"
406,"Survey 4 - streaming-habits-gen-z","Question 1 - Option","18-25","18-25",Backend,"src/scripts/survey-data-complete.json"
407,"Survey 4 - streaming-habits-gen-z","Question 1 - Option","26-35","26-35",Backend,"src/scripts/survey-data-complete.json"
408,"Survey 4 - streaming-habits-gen-z","Question 1 - Option","36-45","36-45",Backend,"src/scripts/survey-data-complete.json"
409,"Survey 4 - streaming-habits-gen-z","Question 1 - Option","46-55","46-55",Backend,"src/scripts/survey-data-complete.json"
410,"Survey 4 - streaming-habits-gen-z","Question 1 - Option","Above 55","55க்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
411,"Survey 4 - streaming-habits-gen-z","Question 2","Do you use any OTT/streaming platform?","நீங்கள் ஏதேனும் OTT/ஸ்ட்ரீமிங் தளத்தை பயன்படுத்துகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
412,"Survey 4 - streaming-habits-gen-z","Question 2 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
413,"Survey 4 - streaming-habits-gen-z","Question 2 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
414,"Survey 4 - streaming-habits-gen-z","Question 3","How many OTT platforms are you currently subscribed to?","தற்போது எத்தனை OTT தளங்களுக்கு சந்தா செலுத்தியுள்ளீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
415,"Survey 4 - streaming-habits-gen-z","Question 3 - Option","1","1",Backend,"src/scripts/survey-data-complete.json"
416,"Survey 4 - streaming-habits-gen-z","Question 3 - Option","2","2",Backend,"src/scripts/survey-data-complete.json"
417,"Survey 4 - streaming-habits-gen-z","Question 3 - Option","3-4","3-4",Backend,"src/scripts/survey-data-complete.json"
418,"Survey 4 - streaming-habits-gen-z","Question 3 - Option","5 or more","5 அல்லது அதற்கு மேல்",Backend,"src/scripts/survey-data-complete.json"
419,"Survey 4 - streaming-habits-gen-z","Question 4","How many hours per week do you stream content?","வாரத்திற்கு எத்தனை மணி நேரம் உள்ளடக்கத்தை ஸ்ட்ரீம் செய்கிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
420,"Survey 4 - streaming-habits-gen-z","Question 4 - Option","Less than 5 hours","5 மணி நேரத்திற்கும் குறைவாக",Backend,"src/scripts/survey-data-complete.json"
421,"Survey 4 - streaming-habits-gen-z","Question 4 - Option","5-10 hours","5-10 மணி நேரம்",Backend,"src/scripts/survey-data-complete.json"
422,"Survey 4 - streaming-habits-gen-z","Question 4 - Option","10-20 hours","10-20 மணி நேரம்",Backend,"src/scripts/survey-data-complete.json"
423,"Survey 4 - streaming-habits-gen-z","Question 4 - Option","More than 20 hours","20 மணி நேரத்திற்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
424,"Survey 4 - streaming-habits-gen-z","Question 5","Have you canceled any OTT subscription in the last year?","கடந்த ஆண்டில் ஏதேனும் OTT சந்தாவை ரத்து செய்தீர்களா?",Backend,"src/scripts/survey-data-complete.json"
425,"Survey 4 - streaming-habits-gen-z","Question 5 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
426,"Survey 4 - streaming-habits-gen-z","Question 5 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
427,"Survey 4 - streaming-habits-gen-z","Question 6","Do you use shared OTT accounts?","பகிரப்பட்ட OTT கணக்குகளை பயன்படுத்துகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
428,"Survey 4 - streaming-habits-gen-z","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
429,"Survey 4 - streaming-habits-gen-z","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
430,"Survey 5 - electric-two-wheeler-purchase-intent","Question 1","Do you currently own a two-wheeler?","உங்களிடம் தற்போது இரு சக்கர வாகனம் உள்ளதா?",Backend,"src/scripts/survey-data-complete.json"
431,"Survey 5 - electric-two-wheeler-purchase-intent","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
432,"Survey 5 - electric-two-wheeler-purchase-intent","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
433,"Survey 5 - electric-two-wheeler-purchase-intent","Question 2","Are you planning to purchase a two-wheeler within the next 12 months?","அடுத்த 12 மாதங்களில் இரு சக்கர வாகனம் வாங்க திட்டமிட்டுள்ளீர்களா?",Backend,"src/scripts/survey-data-complete.json"
434,"Survey 5 - electric-two-wheeler-purchase-intent","Question 2 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
435,"Survey 5 - electric-two-wheeler-purchase-intent","Question 2 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
436,"Survey 5 - electric-two-wheeler-purchase-intent","Question 2 - Option","Not sure","உறுதியாக தெரியவில்லை",Backend,"src/scripts/survey-data-complete.json"
437,"Survey 5 - electric-two-wheeler-purchase-intent","Question 3","Have you ever test-ridden an electric two-wheeler?","மின்சார இரு சக்கர வாகனத்தை சோதனையாக ஓட்டியிருக்கிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
438,"Survey 5 - electric-two-wheeler-purchase-intent","Question 3 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
439,"Survey 5 - electric-two-wheeler-purchase-intent","Question 3 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
440,"Survey 5 - electric-two-wheeler-purchase-intent","Question 4","What is your approximate budget for a new two-wheeler? (in INR)","புதிய இரு சக்கர வாகனத்திற்கு உங்கள் தோராயமான பட்ஜெட் என்ன (ரூபாயில்)?",Backend,"src/scripts/survey-data-complete.json"
441,"Survey 5 - electric-two-wheeler-purchase-intent","Question 4 - Option","Under 50,000","50,000க்கும் குறைவாக",Backend,"src/scripts/survey-data-complete.json"
442,"Survey 5 - electric-two-wheeler-purchase-intent","Question 4 - Option","50,000-1,00,000","50,000-1,00,000",Backend,"src/scripts/survey-data-complete.json"
443,"Survey 5 - electric-two-wheeler-purchase-intent","Question 4 - Option","1,00,000-1,50,000","1,00,000-1,50,000",Backend,"src/scripts/survey-data-complete.json"
444,"Survey 5 - electric-two-wheeler-purchase-intent","Question 4 - Option","Above 1,50,000","1,50,000க்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
445,"Survey 5 - electric-two-wheeler-purchase-intent","Question 5","What is your typical daily travel distance? (in km)","உங்கள் வழக்கமான தினசரி பயண தூரம் என்ன (கிமீயில்)?",Backend,"src/scripts/survey-data-complete.json"
446,"Survey 5 - electric-two-wheeler-purchase-intent","Question 5 - Option","Less than 10 km","10 கிமீக்கும் குறைவாக",Backend,"src/scripts/survey-data-complete.json"
447,"Survey 5 - electric-two-wheeler-purchase-intent","Question 5 - Option","10-20 km","10-20 கிமீ",Backend,"src/scripts/survey-data-complete.json"
448,"Survey 5 - electric-two-wheeler-purchase-intent","Question 5 - Option","20-50 km","20-50 கிமீ",Backend,"src/scripts/survey-data-complete.json"
449,"Survey 5 - electric-two-wheeler-purchase-intent","Question 5 - Option","More than 50 km","50 கிமீக்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
450,"Survey 5 - electric-two-wheeler-purchase-intent","Question 6","Do you have access to charging facilities at home or work?","வீட்டிலோ அல்லது வேலையிடத்திலோ சார்ஜிங் வசதிகள் உள்ளதா?",Backend,"src/scripts/survey-data-complete.json"
451,"Survey 5 - electric-two-wheeler-purchase-intent","Question 6 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
452,"Survey 5 - electric-two-wheeler-purchase-intent","Question 6 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
453,"Survey 6 - grocery-shopping-patterns-tier2","Question 1","Do you handle grocery shopping for your household?","உங்கள் குடும்பத்திற்கான மளிகை சாமான் வாங்குதலை நீங்கள் கையாளுகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
454,"Survey 6 - grocery-shopping-patterns-tier2","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
455,"Survey 6 - grocery-shopping-patterns-tier2","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
456,"Survey 6 - grocery-shopping-patterns-tier2","Question 2","How many times do you purchase groceries per week?","வாரத்திற்கு எத்தனை முறை மளிகை சாமான்கள் வாங்குகிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
457,"Survey 6 - grocery-shopping-patterns-tier2","Question 2 - Option","1 time","1 முறை",Backend,"src/scripts/survey-data-complete.json"
458,"Survey 6 - grocery-shopping-patterns-tier2","Question 2 - Option","2 times","2 முறை",Backend,"src/scripts/survey-data-complete.json"
459,"Survey 6 - grocery-shopping-patterns-tier2","Question 2 - Option","3-4 times","3-4 முறை",Backend,"src/scripts/survey-data-complete.json"
460,"Survey 6 - grocery-shopping-patterns-tier2","Question 2 - Option","5 or more times","5 அல்லது அதற்கு மேல்",Backend,"src/scripts/survey-data-complete.json"
461,"Survey 6 - grocery-shopping-patterns-tier2","Question 3","What is your monthly grocery spend? (in INR)","உங்கள் மாதாந்திர மளிகை செலவு என்ன (ரூபாயில்)?",Backend,"src/scripts/survey-data-complete.json"
462,"Survey 6 - grocery-shopping-patterns-tier2","Question 3 - Option","Under 5,000","5,000க்கும் குறைவாக",Backend,"src/scripts/survey-data-complete.json"
463,"Survey 6 - grocery-shopping-patterns-tier2","Question 3 - Option","5,000-10,000","5,000-10,000",Backend,"src/scripts/survey-data-complete.json"
464,"Survey 6 - grocery-shopping-patterns-tier2","Question 3 - Option","10,000-20,000","10,000-20,000",Backend,"src/scripts/survey-data-complete.json"
465,"Survey 6 - grocery-shopping-patterns-tier2","Question 3 - Option","20,000-30,000","20,000-30,000",Backend,"src/scripts/survey-data-complete.json"
466,"Survey 6 - grocery-shopping-patterns-tier2","Question 3 - Option","Above 30,000","30,000க்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
467,"Survey 6 - grocery-shopping-patterns-tier2","Question 4","Do you live in a Tier-2 city?","நீங்கள் டையர்-2 நகரத்தில் வசிக்கிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
468,"Survey 6 - grocery-shopping-patterns-tier2","Question 4 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
469,"Survey 6 - grocery-shopping-patterns-tier2","Question 4 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
470,"Survey 6 - grocery-shopping-patterns-tier2","Question 5","Which online grocery platforms do you use?","எந்த ஆன்லைன் மளிகை தளங்களை பயன்படுத்துகிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
471,"Survey 6 - grocery-shopping-patterns-tier2","Question 5 - Option","Blinkit","பிளின்கிட்",Backend,"src/scripts/survey-data-complete.json"
472,"Survey 6 - grocery-shopping-patterns-tier2","Question 5 - Option","Zepto","செப்டோ",Backend,"src/scripts/survey-data-complete.json"
473,"Survey 6 - grocery-shopping-patterns-tier2","Question 5 - Option","BigBasket","பிக்பாஸ்கெட்",Backend,"src/scripts/survey-data-complete.json"
474,"Survey 6 - grocery-shopping-patterns-tier2","Question 5 - Option","JioMart","ஜியோமார்ட்",Backend,"src/scripts/survey-data-complete.json"
475,"Survey 6 - grocery-shopping-patterns-tier2","Question 5 - Option","Other","மற்றவை",Backend,"src/scripts/survey-data-complete.json"
476,"Survey 6 - grocery-shopping-patterns-tier2","Question 6","What percentage of your grocery shopping is online?","உங்கள் மளிகை வாங்குதலில் எவ்வளவு சதவீதம் ஆன்லைனில் உள்ளது?",Backend,"src/scripts/survey-data-complete.json"
477,"Survey 6 - grocery-shopping-patterns-tier2","Question 6 - Option","0%","0%",Backend,"src/scripts/survey-data-complete.json"
478,"Survey 6 - grocery-shopping-patterns-tier2","Question 6 - Option","1–25%","1–25%",Backend,"src/scripts/survey-data-complete.json"
479,"Survey 6 - grocery-shopping-patterns-tier2","Question 6 - Option","26–50%","26–50%",Backend,"src/scripts/survey-data-complete.json"
480,"Survey 6 - grocery-shopping-patterns-tier2","Question 6 - Option","51–75%","51–75%",Backend,"src/scripts/survey-data-complete.json"
481,"Survey 6 - grocery-shopping-patterns-tier2","Question 6 - Option","76–100%","76–100%",Backend,"src/scripts/survey-data-complete.json"
482,"Survey 7 - employee-wellness-programs-effectiveness","Question 1","Are you currently employed full-time?","நீங்கள் தற்போது முழு நேர வேலையில் இருக்கிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
483,"Survey 7 - employee-wellness-programs-effectiveness","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
484,"Survey 7 - employee-wellness-programs-effectiveness","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
485,"Survey 7 - employee-wellness-programs-effectiveness","Question 2","Does your employer offer wellness programs?","உங்கள் முதலாளி நல திட்டங்களை வழங்குகிறாரா?",Backend,"src/scripts/survey-data-complete.json"
486,"Survey 7 - employee-wellness-programs-effectiveness","Question 2 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
487,"Survey 7 - employee-wellness-programs-effectiveness","Question 2 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
488,"Survey 7 - employee-wellness-programs-effectiveness","Question 3","Have you participated in any wellness initiative?","ஏதேனும் நல முயற்சியில் பங்கேற்றிருக்கிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
489,"Survey 7 - employee-wellness-programs-effectiveness","Question 3 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
490,"Survey 7 - employee-wellness-programs-effectiveness","Question 3 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
491,"Survey 7 - employee-wellness-programs-effectiveness","Question 4","How many employees does your company have?","உங்கள் நிறுவனத்தில் எத்தனை ஊழியர்கள் உள்ளனர்?",Backend,"src/scripts/survey-data-complete.json"
492,"Survey 7 - employee-wellness-programs-effectiveness","Question 4 - Option","1-50","1-50",Backend,"src/scripts/survey-data-complete.json"
493,"Survey 7 - employee-wellness-programs-effectiveness","Question 4 - Option","51-200","51-200",Backend,"src/scripts/survey-data-complete.json"
494,"Survey 7 - employee-wellness-programs-effectiveness","Question 4 - Option","201-500","201-500",Backend,"src/scripts/survey-data-complete.json"
495,"Survey 7 - employee-wellness-programs-effectiveness","Question 4 - Option","501-1000","501-1000",Backend,"src/scripts/survey-data-complete.json"
496,"Survey 7 - employee-wellness-programs-effectiveness","Question 4 - Option","More than 1000","1000க்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
497,"Survey 7 - employee-wellness-programs-effectiveness","Question 5","Do you actively use wellness benefits from your employer?","உங்கள் முதலாளியிடமிருந்து நல நலன்களை தீவிரமாக பயன்படுத்துகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
498,"Survey 7 - employee-wellness-programs-effectiveness","Question 5 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
499,"Survey 7 - employee-wellness-programs-effectiveness","Question 5 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
500,"Survey 7 - employee-wellness-programs-effectiveness","Question 6","How long have you been with your current employer? (in years)","உங்கள் தற்போதைய முதலாளியுடன் எவ்வளவு காலம் இருக்கிறீர்கள் (வருடங்களில்)?",Backend,"src/scripts/survey-data-complete.json"
501,"Survey 7 - employee-wellness-programs-effectiveness","Question 6 - Option","Less than 1 year","1 வருடத்திற்கும் குறைவாக",Backend,"src/scripts/survey-data-complete.json"
502,"Survey 7 - employee-wellness-programs-effectiveness","Question 6 - Option","1-3 years","1-3 வருடங்கள்",Backend,"src/scripts/survey-data-complete.json"
503,"Survey 7 - employee-wellness-programs-effectiveness","Question 6 - Option","3-5 years","3-5 வருடங்கள்",Backend,"src/scripts/survey-data-complete.json"
504,"Survey 7 - employee-wellness-programs-effectiveness","Question 6 - Option","5-10 years","5-10 வருடங்கள்",Backend,"src/scripts/survey-data-complete.json"
505,"Survey 7 - employee-wellness-programs-effectiveness","Question 6 - Option","More than 10 years","10 வருடங்களுக்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
506,"Survey 8 - voter-awareness-sentiment-pulse","Question 1","Are you eligible to vote?","நீங்கள் வாக்களிக்க தகுதியுடையவரா?",Backend,"src/scripts/survey-data-complete.json"
507,"Survey 8 - voter-awareness-sentiment-pulse","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
508,"Survey 8 - voter-awareness-sentiment-pulse","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
509,"Survey 8 - voter-awareness-sentiment-pulse","Question 2","Have you voted in a previous election?","முந்தைய தேர்தலில் வாக்களித்தீர்களா?",Backend,"src/scripts/survey-data-complete.json"
510,"Survey 8 - voter-awareness-sentiment-pulse","Question 2 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
511,"Survey 8 - voter-awareness-sentiment-pulse","Question 2 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
512,"Survey 8 - voter-awareness-sentiment-pulse","Question 3","Do you regularly follow political news?","நீங்கள் அரசியல் செய்திகளை தவறாமல் பின்பற்றுகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
513,"Survey 8 - voter-awareness-sentiment-pulse","Question 3 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
514,"Survey 8 - voter-awareness-sentiment-pulse","Question 3 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
515,"Survey 8 - voter-awareness-sentiment-pulse","Question 4","Do you consume political content on social media?","சமூக ஊடகத்தில் அரசியல் உள்ளடக்கத்தை பயன்படுத்துகிறீர்களா?",Backend,"src/scripts/survey-data-complete.json"
516,"Survey 8 - voter-awareness-sentiment-pulse","Question 4 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
517,"Survey 8 - voter-awareness-sentiment-pulse","Question 4 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
518,"Survey 8 - voter-awareness-sentiment-pulse","Question 5","Are you aware of your local political candidates?","உங்கள் உள்ளூர் அரசியல் வேட்பாளர்களை பற்றி அறிவீர்களா?",Backend,"src/scripts/survey-data-complete.json"
519,"Survey 8 - voter-awareness-sentiment-pulse","Question 5 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
520,"Survey 8 - voter-awareness-sentiment-pulse","Question 5 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
521,"Survey 8 - voter-awareness-sentiment-pulse","Question 6","How often do you discuss political or civic issues monthly?","மாதாந்திரம் எத்தனை முறை அரசியல் அல்லது குடிமை பிரச்சினைகளை விவாதிக்கிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
522,"Survey 8 - voter-awareness-sentiment-pulse","Question 6 - Option","1-2 times","1-2 முறை",Backend,"src/scripts/survey-data-complete.json"
523,"Survey 8 - voter-awareness-sentiment-pulse","Question 6 - Option","3-5 times","3-5 முறை",Backend,"src/scripts/survey-data-complete.json"
524,"Survey 8 - voter-awareness-sentiment-pulse","Question 6 - Option","6-10 times","6-10 முறை",Backend,"src/scripts/survey-data-complete.json"
525,"Survey 8 - voter-awareness-sentiment-pulse","Question 6 - Option","More than 10 times","10 முறைக்கும் மேல்",Backend,"src/scripts/survey-data-complete.json"
526,"Survey 9 - ott-subscription-renewal-drivers","Question 1","Are you currently subscribed to any OTT platform?","தற்போது ஏதேனும் OTT தளத்திற்கு சந்தா செலுத்தியுள்ளீர்களா?",Backend,"src/scripts/survey-data-complete.json"
527,"Survey 9 - ott-subscription-renewal-drivers","Question 1 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
528,"Survey 9 - ott-subscription-renewal-drivers","Question 1 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
529,"Survey 9 - ott-subscription-renewal-drivers","Question 2","Have you renewed any OTT subscription in the last 6 months?","கடந்த 6 மாதங்களில் ஏதேனும் OTT சந்தாவை புதுப்பித்துள்ளீர்களா?",Backend,"src/scripts/survey-data-complete.json"
530,"Survey 9 - ott-subscription-renewal-drivers","Question 2 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
531,"Survey 9 - ott-subscription-renewal-drivers","Question 2 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
532,"Survey 9 - ott-subscription-renewal-drivers","Question 3","Have you cancelled any OTT subscription in the last year?","Have you cancelled any OTT subscription in the last year?",Backend,"src/scripts/survey-data-complete.json"
533,"Survey 9 - ott-subscription-renewal-drivers","Question 3 - Option","Yes","ஆம்",Backend,"src/scripts/survey-data-complete.json"
534,"Survey 9 - ott-subscription-renewal-drivers","Question 3 - Option","No","இல்லை",Backend,"src/scripts/survey-data-complete.json"
535,"Survey 9 - ott-subscription-renewal-drivers","Question 4","Which OTT platform do you use most?","எந்த OTT தளத்தை அதிகம் பயன்படுத்துகிறீர்கள்?",Backend,"src/scripts/survey-data-complete.json"
536,"Survey 9 - ott-subscription-renewal-drivers","Question 4 - Option","Netflix","நெட்ஃப்ளிக்ஸ்",Backend,"src/scripts/survey-data-complete.json"
537,"Survey 9 - ott-subscription-renewal-drivers","Question 4 - Option","Amazon Prime","அமேசான் பிரைம்",Backend,"src/scripts/survey-data-complete.json"
